Date,Ahmedabad,Bengaluru,Chennai,Delhi,Lucknow,Mumbai,Hyderabad,Patna,Gurugram,Visakhapatnam,Amritsar,Jorapokhar,Jaipur,Thiruvananthapuram,Amaravati,Brajrajnagar,Talcher,Kolkata,Guwahati,Coimbatore,Shillong,Chandigarh,Bhopal,Ernakulam,Kochi,Aizawl
2020-06-03,42.98,2.76,0.08,20.14,4.75,,4.81,5.0,3.26,7.59,1.1,,2.13,,1.18,,,9.31,,0.0,0.45,0.28,,0.55,0.0,36.5
2020-06-04,32.56,2.74,0.02,29.63,2.49,,1.75,4.83,3.36,8.18,1.03,,2.61,,0.45,,,12.77,,0.0,0.54,0.19,,0.59,0.0,4.0
2020-06-05,43.04,1.77,0.1,18.02,2.23,,2.81,4.18,3.15,18.1,1.1,,1.52,,0.47,,,13.57,,0.0,0.64,0.21,,1.08,0.0,17.44
2020-06-06,25.23,2.39,0.0,11.45,4.01,,4.03,8.54,3.09,11.54,1.1,,1.95,,0.55,,,12.76,,0.0,0.58,0.73,,1.44,0.05,15.5
2020-06-07,20.69,2.63,0.02,17.23,4.85,,6.41,6.79,2.66,10.65,1.1,,1.39,,0.36,,,12.85,,0.0,0.67,0.62,,0.66,0.0,13.559999999999999
2020-06-08,20.35,2.66,0.13,20.22,24.48,,4.84,3.41,3.11,9.76,1.09,,1.53,,0.7,,,15.46,,0.0,1.09,0.41,,1.38,0.0,11.62
2020-06-09,18.91,2.57,0.02,27.6,13.57,,5.52,4.24,3.17,9.24,1.1,,0.61,,0.76,,,14.02,,0.0,1.22,25.74,,3.25,0.0,0.55
2020-06-10,23.65,1.82,0.0,24.61,6.94,,8.26,2.85,3.06,7.89,1.1,,0.8,,1.21,,,11.72,,0.0,0.98,3.21,,2.57,0.0,65.67
2020-06-11,38.36,2.25,0.0,22.43,4.57,,8.63,1.81,2.78,10.38,1.1,,0.76,,1.63,,,16.39,,0.0,0.91,4.4,,1.89,0.0,1.9
2020-06-12,40.74,2.54,0.0,19.86,5.01,,3.5,1.82,2.92,18.89,1.09,,1.27,,0.52,,,18.28,,0.0,0.09,0.35,,7.36,0.0,0.33
2020-06-13,30.2,2.3,0.02,17.4,6.68,,1.65,1.49,2.82,8.49,1.1,,2.02,,0.28,,,13.18,,0.0,0.08,0.44,,5.12,0.0,82.01
2020-06-14,28.99,2.29,0.0,23.32,4.8,,3.14,1.1,2.77,5.91,1.1,,1.32,,0.57,,,12.68,,0.0,12.67,0.52,,0.53,0.0,58.96000000000001
2020-06-15,44.29,2.25,0.05,16.58,11.6,,2.91,1.65,2.93,6.12,1.1,,1.15,,0.41,,,13.39,,0.0,25.26,0.37,,2.74,0.0,35.91000000000001
2020-06-16,45.98,2.06,0.0,19.29,5.56,,3.21,1.62,2.53,6.55,1.02,,2.02,,0.78,,,11.14,,0.0,0.16,0.45,,0.86,0.0,12.86
2020-06-17,49.52,2.64,0.0,14.6,7.39,,1.66,3.45,2.87,6.96,1.1,,0.79,,0.54,,,15.84,,0.0,0.11,0.39,,0.8266666666666667,0.0,35.09
2020-06-18,45.51,0.88,0.01,12.01,8.58,,1.48,3.16,3.04,7.65,1.1,,1.96,,0.81,,,14.93,,0.0,0.08,0.39,,0.7933333333333333,0.0,23.25
2020-06-19,51.14,0.94,0.02,14.04,6.18,,4.58,4.28,2.94,8.98,1.1,,0.36,,1.43,,,13.58,,0.0,0.1,0.39,,0.76,0.0,13.94
2020-06-20,42.06,1.32,0.0,14.47,5.19,,4.44,6.39,2.75,11.89,1.1,,0.36,,1.29,,,11.32,,0.0,0.1,0.4,,0.26,0.0,0.25
2020-06-21,58.65,1.55,0.0,17.57,3.9,,6.62,2.14,2.86,10.26,1.1,,0.35,,0.77,,,9.35,,0.0,0.06,0.31,,0.17,0.0,6.315
2020-06-22,53.61,1.66,0.04,18.47,6.21,,4.15,4.13,2.88,10.24,1.1,,0.79,,1.55,,,8.89,,0.0,0.07,0.3,,1.65,0.0,12.38
2020-06-23,60.9,1.6,0.07,12.99,9.41,,7.24,3.48,3.03,12.03,1.1,,0.63,,0.8,,,9.92,,0.0,0.03,0.27,,1.76,0.0,20.36
2020-06-24,55.13,1.48,0.0,12.13,9.17,,6.44,3.5,4.0,3.15,1.02,,1.21,,1.03,,,11.23,,0.0,0.03,0.28,,4.53,0.0,17.17
2020-06-25,51.94,1.52,0.05,19.18,15.01,,8.52,4.68,5.72,5.64,1.1,,1.58,,0.89,,,7.14,,0.0,0.02,0.29,,1.04,0.0,
2020-06-26,49.31,1.43,0.04,23.31,12.49,,4.55,3.84,4.8,5.37,1.08,,1.71,,0.3,,,8.42,,0.0,0.03,0.29,,1.09,0.0,
2020-06-27,37.76,1.18,0.07,19.99,24.19,,6.72,3.07,4.78,12.07,1.1,,0.59,,0.27,,,11.31,,0.0,0.05,0.29,,1.43,0.0,
2020-06-28,49.58,0.94,0.0,25.13,13.78,,6.48,2.9,3.59,2.21,0.98,,0.39,,0.43,,,11.07,,0.0,0.04,0.39,,0.98,0.04,
2020-06-29,60.21,1.17,0.01,23.8,11.58,,10.83,4.91,3.84,0.01,1.1,,0.47,,0.69,,,9.78,,0.0,0.13,0.31,,0.3,0.0,
2020-06-30,44.1,0.86,0.16,16.37,7.49,,13.07,8.59,4.3,0.0,1.1,,1.48,,1.42,,,10.75,,0.0,0.14,8.15,,0.0,0.0,
2020-07-01,47.05,0.65,0.0,23.57,2.62,,16.51,5.5,4.46,,1.1,,0.46,,0.5,,,10.25,,0.0,0.02,0.33,,0.0,0.0,
